Bank Name,Cert #,Assets QoQ Pct,Cash QoQ Pct,Securities QoQ Pct,Loans QoQ Pct,Total Deposits QoQ Pct,Core QoQ Pct,Assets,Cash,Securities,Loans,Total Deposits,Core Deposits,Risk Prediction,City,State,S/A Ratio,C/A Ratio,L/D Ratio
The Miners State Bank,10928.0,-0.051618203900835935,-0.5895051832852409,-0.05956302875365682,0.0054013804841148705,-0.06966569441328252,-0.06943489062790831,132745000.0,3841000.0,35683000.0,85065000.0,116102000.0,114989000.0,Risky,Iron River,MI,0.2688086180270443,0.02893517646615692,0.7326747170591377
Northview Bank,10956.0,0.00795802627813913,-0.12564699792960665,-0.09234808888008128,0.0597644076250623,-0.01964327579348879,-0.0207023703552639,429755000.0,13514000.0,109923000.0,282583000.0,372164000.0,355345000.0,Risky,Sandstone,MN,0.2557806191900036,0.0314458237833184,0.7592969766017132
F&M Community Bank,10967.0,0.05278256763969291,0.09728601252609614,0.04178345609803791,0.050194570554989326,0.004196268584088614,-0.0008683742751406376,205141000.0,5256000.0,47946000.0,136017000.0,175412000.0,171436000.0,Risky,Preston,MN,0.23372217157954772,0.025621401865058666,0.7754144528310492
Somerset Trust Company,11112.0,0.015425321718811835,0.11749769803844967,-0.022617670611264296,0.02477267953065443,0.014756968006740978,0.04864170418221936,2068528000.0,40050000.0,604164000.0,1297643000.0,1757073000.0,1674103000.0,Risky,Somerset,PA,0.29207436399217224,0.0193615943318147,0.7385253771471078
Hamlin Bank and Trust Company,11113.0,-0.015316183626175928,-0.33929908132017694,-0.03639838056680167,0.014014518580846458,-0.014594265435569964,-0.019395891291677403,421938000.0,9709000.0,148756000.0,255484000.0,338208000.0,326398000.0,Risky,Smethport,PA,0.35255416672591705,0.023010489692798466,0.7554049578957328
Farmers State Bank of Canton,11133.0,0.03421419583035745,0.04971428571428582,0.08422371232775783,0.042601488676556,0.01831754234855021,0.018494897959183687,60818000.0,1837000.0,14714000.0,39500000.0,53202000.0,52701000.0,Risky,Canton,SD,0.24193495346772337,0.030204873557170574,0.742453291229653
First Community Bank,11225.0,-0.006327079314980444,0.09741897923539677,-0.06792019443925112,-0.01652084066127335,-0.0031885642350758525,-0.0022032597408461196,136006000.0,5655000.0,34898000.0,89473000.0,120359000.0,110501000.0,Risky,Milton,WI,0.2565916209578989,0.041579047983177214,0.743384375077892
Bank of Milton,11232.0,-0.04247462751025699,-0.5217432496447181,-0.0066068100965610554,-0.007778843496496712,-0.03934247021404025,-0.053546408149354296,177372000.0,5048000.0,46912000.0,122069000.0,165211000.0,149958000.0,Risky,Milton,WI,0.26448368400875,0.028459959858376745,0.7388672667074226
Centennial Bank,11241.0,-0.017447088467728356,-0.11513873597088897,-0.02510991919346961,-0.014481116836702723,-0.022985480698104244,-0.02837453148078939,22060051000.0,605976000.0,4928588000.0,13895289000.0,17433213000.0,16510475000.0,Risky,Conway,AR,0.2234168905593192,0.027469383457001072,0.7970584079939825
McGehee Bank,11242.0,-0.04241851676901276,-0.06692032229185318,-0.007639613226961384,0.26615573968100903,-0.04987002690938469,-0.059164626401340126,152040000.0,4169000.0,35202000.0,99787000.0,124639000.0,102218000.0,Risky,Mcgehee,AR,0.23153117600631412,0.027420415680084187,0.8006081563555548
The Gunnison Bank and Trust Company,11259.0,-0.013902742320316741,-0.011145942180424973,-0.011412919424788837,0.019380568646048868,-0.07103901120123601,-0.08441357620233259,224417000.0,8517000.0,56303000.0,136492000.0,180381000.0,174671000.0,Risky,Gunnison,CO,0.25088562809412834,0.037951670328005456,0.7566872342430744
Ashton State Bank,11343.0,-0.005695566392435736,-0.2378094523630908,-0.023241774826441297,0.01112426035502967,-0.01656756388724978,-0.011508494364888322,53420000.0,1016000.0,16180000.0,34176000.0,43332000.0,41486000.0,Risky,Ashton,IA,0.3028828154249345,0.01901909397229502,0.788701190805871
Grinnell State Bank,11347.0,0.021334760127458274,0.5065134099616859,-0.02542834208316802,0.007739146319186485,0.03173462335867305,0.02852416889427123,471490000.0,9830000.0,105627000.0,331002000.0,373230000.0,348212000.0,Risky,Grinnell,IA,0.22402808118942077,0.020848798489893742,0.8868579696165904
Bedford Loan & Deposit Bank,11355.0,-0.0137400763720682,-0.051000000000000045,-0.020128849295644402,0.018905761624208317,-0.03959160410361229,-0.04397195932694342,114417000.0,2847000.0,31788000.0,73673000.0,97735000.0,95055000.0,Risky,Bedford,KY,0.2778258475576182,0.024882666037389548,0.753803652734435
The Jefferson Bank,11445.0,-0.007697595437252014,-0.7683016644572102,-0.0262926192427968,0.04077875545613807,-0.05361751320899111,-0.1712264332066198,145798000.0,1573000.0,32071000.0,105153000.0,116247000.0,86335000.0,Risky,Greenville,MS,0.2199687238508073,0.010788899710558443,0.9045652791039769
Tri-County Trust Company,11465.0,-0.048142701873281735,-0.6766133381269099,-0.11479534779691347,0.07720937598986377,-0.061767534641826716,-0.07103253245451913,59552000.0,1799000.0,15831000.0,40809000.0,52678000.0,41719000.0,Risky,Glasgow,MO,0.26583490059108006,0.03020889306824288,0.7746877254261741
Thayer County Bank,11475.0,0.015433214204446655,-0.15866599292572003,-0.02260025492695361,0.039666589096448046,0.0027284187259319914,-0.006933730559841145,75862000.0,1665000.0,19937000.0,49144000.0,58067000.0,56000000.0,Risky,Hebron,NE,0.2628061480055891,0.02194774722522475,0.8463326846573785
Homestead Bank,11482.0,0.01964707805019983,0.003528158700572437,-0.034882577154801475,0.04512315336116379,-0.03776069508258273,-0.0509223097609427,511612000.0,15075000.0,156986000.0,315947000.0,369013000.0,351154000.0,Risky,Cozad,NE,0.30684581284254475,0.029465688842325824,0.8561947682059982
The Fidelity Bank,11507.0,0.0007316292957186832,-0.33450831274806403,-0.03264447546356963,0.04394551472815755,-0.011569999564577604,-0.024657492984482055,3747806000.0,119885000.0,1243966000.0,2243346000.0,3473174000.0,3367568000.0,Risky,Fuquay Varina,NC,0.33191846109430423,0.03198804847422732,0.6459065972508143
Alliance Bank,11569.0,0.012001592326502664,-0.15212991182560542,-0.03563440260173911,0.045960316363437226,-0.03746064684485073,-0.04500964504982907,1334653000.0,36444000.0,421665000.0,802216000.0,1109522000.0,1083703000.0,Risky,Sulphur Springs,TX,0.31593605229224375,0.027305973912320283,0.7230284753254104
Burke & Herbert Bank & Trust Company,11578.0,-0.027710032580333555,-0.30904146606350325,-0.08115366693939252,0.025494265451408094,-0.00893429074187091,-0.01519564818457897,3570100000.0,80800000.0,1252190000.0,1975506000.0,3009263000.0,2570557000.0,Risky,Alexandria,VA,0.35074367664771294,0.022632419259964707,0.6564750239510472
Community First Bank,11595.0,-0.020986637038738043,-0.1761120996441281,-0.06094554480352865,0.009428695490354189,-0.056285476198483564,-0.05525574823945434,579805000.0,18521000.0,167979000.0,358006000.0,505093000.0,470750000.0,Risky,Boscobel,WI,0.28971637015893276,0.03194349824509964,0.7087922422207396
Central Bank Illinois,11670.0,0.01151676496656906,-0.35876672065263027,-0.02198469871508446,0.05613193095732005,0.016539313159380065,0.015298343310594431,1267913000.0,42760000.0,358959000.0,782523000.0,936558000.0,911611000.0,Risky,Geneseo,IL,0.2831101187542047,0.033724711395813435,0.8355307412888471
Shelby County State Bank,11702.0,0.006032403666826669,-0.21567952249770428,-0.025473759081440783,0.045191593625686366,-0.023538521852107475,-0.022393476290342496,331208000.0,6833000.0,95908000.0,220965000.0,301378000.0,292276000.0,Risky,Shelbyville,IL,0.28957030023429386,0.02063054032511292,0.7331822495338081
Bank of Yates City,11715.0,0.012864080523970145,-0.29570747217806037,-0.07046437692187424,0.04513894534870477,0.006726252011986844,0.0019628423047040044,86137000.0,886000.0,17835000.0,64275000.0,76931000.0,73507000.0,Risky,Yates City,IL,0.20705387928532454,0.01028593984002229,0.8354889446387023
Peoples State Bank of Newton,11722.0,0.028711734754630847,0.7534125636672326,-0.05916170574656787,0.0514894158436312,0.03417527220168304,-0.018892905397644766,647931000.0,25819000.0,193601000.0,396687000.0,519459000.0,469810000.0,Risky,Newton,IL,0.2987987918466627,0.039848378916890845,0.7636541093714807
Availa Bank,11771.0,-0.01596019818353256,-0.5363660457367863,-0.02485178286646461,0.01231406154178405,-0.03971839881342221,-0.03829027122651174,1525736000.0,24491000.0,400508000.0,993730000.0,1274141000.0,1173157000.0,Risky,Carroll,IA,0.2625015074691821,0.016051925103687664,0.7799215314474615
Citizens State Bank and Trust Co.,11778.0,0.013011056826947698,-0.17146394305168677,-0.03083375272605271,0.048248848567492786,-0.026189005558987066,-0.031211462636384302,256074000.0,8031000.0,86658000.0,150669000.0,189192000.0,175187000.0,Risky,Ellsworth,KS,0.33840999086201645,0.03136202816373392,0.7963814537612584
Bank of Abbeville & Trust Company,11782.0,-0.023800054748389865,-0.4074337682878608,-0.013158360157051407,0.011210920299427496,-0.03011402339700875,-0.029961060073343204,189005000.0,7493000.0,55798000.0,114823000.0,163741000.0,153951000.0,Risky,Abbeville,LA,0.2952197031824555,0.03964445385042724,0.7012477021637831
The Killbuck Savings Bank Company,11860.0,0.006682386580577182,-0.043793333072192464,-0.011045264660384246,0.03470311244808322,-0.017599622113206648,-0.026780448107748933,825245000.0,24411000.0,264670000.0,484299000.0,690486000.0,651770000.0,Risky,Killbuck,OH,0.3207168780180431,0.029580306454446863,0.7013885871690375
The Fidelity Deposit and Discount Bank,11868.0,-0.0007334913286752842,0.10462109554705967,-0.016699049348603667,0.0023551206323726426,0.004251981063130517,0.0002279209328484022,2441318000.0,69632000.0,604264000.0,1613475000.0,2153294000.0,2102085000.0,Risky,Dunmore,PA,0.24751548139160895,0.02852229820121754,0.7493054826698072
Citizens State Bank,11905.0,-0.06298230360894053,-0.0014543339150668855,-0.22528086494322297,0.014473659965727581,-0.06689176536678998,-0.11443008255604747,173516000.0,6866000.0,51305000.0,110113000.0,159457000.0,138806000.0,Risky,Corrigan,TX,0.2956787846653911,0.03956983794001706,0.6905498033952727
Security State Bank,11907.0,-0.021554343422651723,-0.21788023615406238,1.3638804968110105,0.02487034205713945,-0.03216176202161969,-0.022288288207371387,270505000.0,5564000.0,70420000.0,170933000.0,238606000.0,217710000.0,Risky,Farwell,TX,0.26032790521432136,0.020568935879188923,0.7163818177246172
Spring Valley City Bank,12087.0,-0.09018377448189852,-0.6978411090604747,-0.04182930778802396,-0.016117644541752574,-0.10411391262641634,-0.10937449956762646,209366000.0,7040000.0,56213000.0,137959000.0,173715000.0,166848000.0,Risky,Spring Valley,IL,0.2684915411289321,0.03362532598416171,0.7941686095040728
Farmers State Bank,12107.0,-0.04474551557587447,-0.6780383795309168,-0.025402928904524225,0.03113278319579904,-0.04191606525977354,-0.05430194953499845,62893000.0,1661000.0,23825000.0,35737000.0,56023000.0,51759000.0,Risky,Elmwood,IL,0.3788179924633902,0.026409934332914633,0.6378987201685022
Germantown Trust & Savings Bank,12113.0,0.017717001519645725,0.11941789128263669,-0.014526523288432847,0.010615811536871966,-0.0017484003038457097,-0.00970075268757653,472813000.0,7846000.0,194971000.0,256752000.0,387676000.0,357603000.0,Risky,Breese,IL,0.412363873243756,0.016594298380120682,0.662285000877021
Wilson State Bank,12136.0,0.05863214261506133,-0.086044318717586,-0.02193283070596297,0.10026823683349684,0.02538359364265097,-0.006255428264196228,124944000.0,3877000.0,29967000.0,84088000.0,111936000.0,96111000.0,Risky,Wilson,KS,0.23984344986553977,0.03102990139582533,0.7512149799885649
The Farmers Bank of Milton,12163.0,0.0018267423095479352,-0.16666666666666663,-0.08516433629925546,0.04379938451301668,-0.016199031085991078,-0.01970006873079888,301084000.0,3865000.0,90684000.0,188244000.0,253435000.0,236764000.0,Risky,Milton,KY,0.3011916940123022,0.012836949157045875,0.7427703355890071
Bank of Monticello,12232.0,0.0004025974994221748,-0.328171404327535,-0.030320349784242584,0.015739583578957328,-0.0006254638857152717,-0.015387101407641435,134183000.0,3167000.0,33932000.0,86153000.0,119836000.0,109678000.0,Risky,Monticello,MO,0.2528785315576489,0.023602095645499057,0.7189241964017491
Commercial Bank,12246.0,0.005302226935312904,-0.5496264674493063,0.012766903914590788,0.052379619260918275,0.0036011379595952686,0.03963644999028526,62568000.0,422000.0,22767000.0,37591000.0,55738000.0,48157000.0,Risky,Nelson,NE,0.3638761028001534,0.0067446618079529475,0.6744231942301482
Citizens State Bank,12303.0,0.01761841430807798,-0.469191819556783,-0.028281750266809014,0.09253604801897164,-0.011066548114679997,-0.029752570853209592,293819000.0,8072000.0,96513000.0,177831000.0,259151000.0,235122000.0,Risky,Woodville,TX,0.32847773629343235,0.02747269577529023,0.6862061114948428
Citizens Bank,12309.0,0.0019033935210557296,-0.6695630889731978,0.004202857943401472,0.07040465268676277,-0.000619230832741624,-0.03227595841722475,135279000.0,2700000.0,43008000.0,78405000.0,121043000.0,94206000.0,Risky,Abilene,TX,0.3179207415785155,0.019958751912713724,0.6477450162339004
Bank of Mauston,12327.0,0.011612651090081805,0.2667155156622092,-0.008490016717068283,0.017438919010884124,-0.0026299160473023386,-0.016621064933914353,398629000.0,6915000.0,158361000.0,227246000.0,331456000.0,288605000.0,Risky,Mauston,WI,0.3972641227808313,0.01734695669406892,0.6855992952307395
Hustisford State Bank,12354.0,0.012910008410428997,0.1998450813323005,-0.005907930806314354,0.013032107773113921,-0.010847237738296878,-0.006516048786826767,72261000.0,1549000.0,21033000.0,46096000.0,54896000.0,53516000.0,Risky,Hustisford,WI,0.291069871715033,0.02143618272650531,0.8396968813756922
The First National Bank of Allendale,12365.0,0.013725073837422608,-0.4763017968463513,-0.015628347656343022,0.06671029852636923,-0.0212352823597719,-0.026125310233738208,367598000.0,11425000.0,82701000.0,252629000.0,308490000.0,281740000.0,Risky,Allendale,IL,0.2249767408963052,0.031080147334860364,0.818921196797303
State Bank of Toulon,12386.0,0.006958397595472343,-0.22657361609865168,-0.0001275645795684177,0.02888016834442353,0.011606177953890517,0.0011857303485638404,306209000.0,11415000.0,94058000.0,180908000.0,269589000.0,244865000.0,Risky,Toulon,IL,0.3071692863371096,0.037278460136704016,0.6710511185545405
Lena State Bank,12395.0,-0.012711421463067918,-0.2140105078809107,-0.014460735087366894,-0.0010398072890490662,-0.015967666354264276,0.006329742694540341,94446000.0,2244000.0,29442000.0,57643000.0,83997000.0,70907000.0,Risky,Lena,IL,0.31173368909217963,0.023759608665269043,0.6862506994297415
Hancock Whitney Bank,12441.0,-0.035734678858937885,-0.5824647518509771,-0.023240775126318614,0.017835317851668142,0.015293995476217681,-0.018736271412454264,36183926000.0,1179140000.0,8195678000.0,23531294000.0,30230464000.0,27715690000.0,Risky,Gulfport,MS,0.22650051848989522,0.03258739806178025,0.7783967192829061
Payne County Bank,12485.0,0.02870311630135025,0.20720555961960496,-0.05379988874982622,0.04889766620459168,0.007933330130104554,-0.00015579289930589546,238368000.0,6601000.0,54433000.0,165708000.0,188797000.0,173280000.0,Risky,Perkins,OK,0.22835699422741307,0.027692475500067124,0.8777046245438223
Alliance Bank,12511.0,-0.011293913732938088,-0.2794836008374041,-0.05649358717711539,0.04880527483963282,-0.010549691685260543,-0.01271319508365365,214481000.0,8260000.0,68341000.0,129002000.0,187579000.0,182342000.0,Risky,Mondovi,WI,0.31863428462194787,0.0385115697893986,0.6877209069245491
Partners Bank,12513.0,0.0032566947411825087,-0.08588214964575769,-0.021487370716949283,0.008046396761634877,-0.013741369514766899,-0.02397748307427039,262775000.0,5290000.0,69538000.0,162863000.0,204840000.0,192457000.0,Risky,Marshfield,WI,0.2646294358291314,0.02013129102844639,0.795074204256981
Ixonia Bank,12514.0,0.0440174926153436,0.13495907800233842,-0.04011163062865375,0.0748851040821843,0.07000384805673132,-0.022335262273660672,697340000.0,13590000.0,170600000.0,453264000.0,486611000.0,418988000.0,Risky,Ixonia,WI,0.24464393265838758,0.019488341411649984,0.9314709285240161
The Hopeton State Bank,12585.0,-0.00809951945434817,-0.11415525114155256,-0.00715181932245923,0.0210442723843558,-0.0067008778998260965,-0.03321142631214791,25595000.0,194000.0,7913000.0,15429000.0,23421000.0,19562000.0,Risky,Hopeton,OK,0.3091619456925181,0.007579605391678062,0.6587677725118484
The Pueblo Bank and Trust Company,12594.0,0.02570230976095944,0.4037247136893931,-0.03599193967758707,0.04004047046920456,-0.025588755673263908,-0.02439504809241111,630850000.0,13115000.0,148303000.0,452298000.0,532011000.0,529973000.0,Risky,Pueblo,CO,0.2350844099231196,0.020789411111991757,0.8501666318929496
Legends Bank,12616.0,0.035154357074071996,0.10651758128586142,-0.0523845643310894,0.034240806710446936,0.03277615758632346,0.037501939120809125,501995000.0,7521000.0,99945000.0,363486000.0,418232000.0,394590000.0,Risky,Linn,MO,0.19909560852199723,0.014982220938455562,0.8691013600107118
The Central Trust Bank,12633.0,-0.011161255672827552,0.09866454838100691,-0.05352390072619906,0.004030646502465762,-0.014290378573350582,-0.020963844248015118,18639994000.0,448120000.0,5930146000.0,11289672000.0,14832433000.0,14441451000.0,Risky,Jefferson City,MO,0.31814098223422177,0.024040780270637427,0.7611476822447133
GreenLeaf Bank,12661.0,0.0075544986127626945,0.16957831325301198,-0.04472393136909436,0.006556368780367805,0.000865306559380441,-0.008362262240543816,127103000.0,3883000.0,35243000.0,81828000.0,112196000.0,109691000.0,Risky,Greenleaf,WI,0.27727905714263235,0.03055002635657695,0.7293308139327606
