Bank Name,Cert #,Assets QoQ Pct,Cash QoQ Pct,Securities QoQ Pct,Loans QoQ Pct,Total Deposits QoQ Pct,Core QoQ Pct,Assets,Cash,Securities,Loans,Total Deposits,Core Deposits,Risk Prediction,City,State,S/A Ratio,C/A Ratio,L/D Ratio
Bank 1st,13816.0,-0.023558112002678655,-0.2580370811362477,-0.022651240591023192,-0.021241562930611635,-0.03042978221535264,-0.0596273583429805,163306000.0,4362000.0,70115000.0,83815000.0,132357000.0,120221000.0,Risky,West Union,IA,0.42934736017047753,0.026710592384848075,0.6332494692384989
Kentland Bank,13843.0,0.02457691562600295,-0.24293043789523927,-0.008631871174253014,0.026734335479738025,0.013930669681613495,0.009981356344369585,354353000.0,6345000.0,130699000.0,185919000.0,301326000.0,274115000.0,Risky,Kentland,IN,0.36883841818751356,0.01790587352160134,0.6170028474144282
First Bank & Trust Company,13946.0,0.004314006583837848,-0.06742125984251968,-0.03098743461144371,0.03358519536142879,-0.002236606927201623,-0.0015036988981256272,226983000.0,3790000.0,89842000.0,127901000.0,206547000.0,198544000.0,Risky,Perry,OK,0.39580937779481284,0.01669728569981012,0.6192343631231633
Iowa State Bank,13953.0,0.019068690717636727,0.08971343028229262,-0.01941310060813739,0.02958646444044155,-0.017680467507052766,-0.023600810998351984,994876000.0,20382000.0,219776000.0,695602000.0,765000000.0,720442000.0,Risky,Hull,IA,0.22090793224482247,0.020486975261238587,0.9092836601307189
KansasLand Bank,13957.0,0.012376964889084796,0.44214559386973185,-0.009379028314886462,0.0040079461889659385,-0.05252288694911644,-0.06476968654434245,55130000.0,1882000.0,22286000.0,28808000.0,44503000.0,39145000.0,Risky,Quinter,KS,0.40424451296934516,0.034137493197895885,0.6473271464845066
Blackhawk Bank,14078.0,0.0033211247171558433,1.0532331463646947,-0.044474575325134436,0.006145636171088764,0.03614717789454702,0.036835343810108556,1298740000.0,38802000.0,410853000.0,777165000.0,1195747000.0,1171879000.0,Risky,Beloit,WI,0.31634738284799113,0.02987664967583966,0.6499409992247523
GNB Bank,14079.0,0.01019856901680205,0.8077858880778588,-0.06089418652781364,0.012355040693581731,-0.04493310688000951,-0.014574665612213322,628293000.0,21547000.0,156548000.0,409857000.0,512848000.0,458546000.0,Risky,Grundy Center,IA,0.2491640046920784,0.03429450909050395,0.7991783140423673
Northfield Savings Bank,14140.0,0.029388440579718456,2.3231563104708663,-0.03713477792765474,0.01964909930209613,0.008126226857832375,-0.0033001084308379447,1455126000.0,46368000.0,311225000.0,1004595000.0,1135506000.0,1098448000.0,Risky,Northfield,VT,0.21388182191782704,0.031865281769413785,0.8847113093193695
Security Savings Bank,14208.0,-0.015240806737412127,-0.045580493211415885,-0.10916373816189173,0.012315314207410166,-0.017437526520407864,-0.019205378232693304,197846000.0,6889000.0,59825000.0,115244000.0,171353000.0,161939000.0,Risky,Gowrie,IA,0.30238165037453374,0.034820011524114715,0.6725531505138516
Security Financial Bank,14222.0,-0.0038197023564847665,-0.2074088846786658,-0.04667209801635708,0.03179366024257768,-0.0361592316180267,-0.035010791742576375,828824000.0,15897000.0,211798000.0,554651000.0,709275000.0,665279000.0,Risky,Durand,WI,0.2555403801048232,0.019180187832398676,0.7819971097247189
First Bank Upper Michigan,14276.0,0.0016127027101693336,-0.2712968244913482,-0.02681938299830755,0.02642056966575601,0.003006216659995342,-0.026240996434730546,580086000.0,15329000.0,131103000.0,392611000.0,491124000.0,444372000.0,Risky,Gladstone,MI,0.22600614391659168,0.026425392097033887,0.7994131828214464
Adams County Bank,14311.0,-0.03727404383026245,0.1713275968039336,-0.031851459462396314,0.10965663522040492,-0.05925723466238242,-0.07664836163945155,220703000.0,7623000.0,71278000.0,125035000.0,141118000.0,126947000.0,Risky,Kenesaw,NE,0.3229589085784969,0.034539630181737446,0.8860315480661574
Farmers State Bank,14344.0,-0.01655646378924347,-0.7265151515151516,-0.02804047351365646,0.038467302792626334,-0.06331084587441616,-0.06451293231592503,37778000.0,361000.0,14697000.0,20787000.0,28880000.0,28320000.0,Risky,Phillipsburg,KS,0.38903594684737147,0.009555826142199164,0.7197714681440444
First National Bank in DeRidder,14427.0,-0.035800753168543364,-0.4662464681590959,-0.048816120471304236,0.012352888329889566,-0.042453804292499564,-0.05984571534791494,362806000.0,12279000.0,110032000.0,225370000.0,329213000.0,303463000.0,Risky,Deridder,LA,0.30328054111563757,0.03384453399337387,0.6845719944230635
Thumb Bank & Trust,14513.0,-0.018532570776697566,-0.3959803692451508,-0.06354550527854774,0.03169780002811029,-0.051669856989481455,-0.05278143674098823,578154000.0,12923000.0,203043000.0,308294000.0,496411000.0,471730000.0,Risky,Pigeon,MI,0.35119189696862774,0.022352176063816908,0.6210458672350129
Bank Iowa,14521.0,0.03643767020811617,0.10661636002956154,-0.011677709444186335,0.04966558589737291,0.02232076536353822,-0.0013765908262013404,1972913000.0,28450000.0,444663000.0,1412155000.0,1603413000.0,1456668000.0,Risky,West Des Moines,IA,0.22538398804204746,0.014420301351352036,0.8807181930045471
The Union Bank of Mena,14597.0,-0.008771553634276508,-0.20282394469774967,-0.030710588235294156,0.013553606015722863,-0.014822616778680575,-0.02812866708083106,346699000.0,10840000.0,102987000.0,222399000.0,294637000.0,281590000.0,Risky,Mena,AR,0.2970501789736919,0.03126631458412052,0.7548237322535866
Community Savings Bank,14633.0,0.005340636403651899,0.1942762063227954,-0.03134322664326861,0.009276727148166852,0.051411057006298666,0.03905542446100285,566425000.0,17944000.0,126957000.0,394823000.0,467900000.0,418757000.0,Risky,Edgewood,IA,0.2241373526945315,0.03167939268217328,0.8438191921350716
Peoples Bank,14636.0,0.01754685160972458,-0.18107194591984543,-0.047702510658455655,0.038033430177715655,-0.005143986702008219,-0.04713970758876773,53699000.0,1696000.0,20103000.0,27511000.0,44289000.0,32847000.0,Risky,Coldwater,KS,0.37436451330564813,0.03158345593027803,0.6211700422226738
Bank of Prairie du Sac,14660.0,-0.029696057513284302,0.18479059515062457,-0.05855229487142344,-0.023688020831857504,0.014118070137729255,0.009247338311521025,571183000.0,12900000.0,194987000.0,344561000.0,490679000.0,450745000.0,Risky,Prairie Du Sac,WI,0.3413739554573578,0.022584705777307798,0.7022126481875116
Peoples Bank,14692.0,-0.005611970417727985,-0.38519237557359687,-0.07276348498008323,0.04077650747021222,0.0014412346488676953,-0.013971985846711665,445457000.0,6967000.0,123838000.0,284847000.0,378693000.0,337192000.0,Risky,Clive,IA,0.2780021416208523,0.015640117901391155,0.7521844871703465
DeWitt Bank & Trust Co.,14705.0,0.0041300084294531025,-0.15520446096654272,-0.0023845809054235945,0.005909712722298233,-0.0034677852021655076,-0.018990068779156655,237052000.0,3636000.0,55642000.0,165447000.0,204319000.0,184423000.0,Risky,Dewitt,IA,0.23472487049255017,0.015338406763073081,0.8097484815411196
Danville State Savings Bank,14772.0,0.0040422033433817894,0.16775431861804213,-0.07336741194201457,0.01281765040188354,0.0015233526723494872,-0.00020913355966234448,175860000.0,3042000.0,59639000.0,99799000.0,154500000.0,143419000.0,Risky,New London,IA,0.33912771522802226,0.0172978505629478,0.645948220064725
MidWestOne Bank,14843.0,0.017326645346784186,1.0884452021150568,-0.033138555701115124,0.025555006329869068,-0.01941461332290806,-0.008323780636151912,6516907000.0,144558000.0,2005260000.0,3971070000.0,5457901000.0,4638627000.0,Risky,Iowa City,IA,0.3077011840125998,0.022181995231787103,0.7275819037391847
Shell Lake State Bank,14911.0,0.028253955685762167,0.23195380173243496,-0.029127581058621344,0.05807881170038631,0.009147422142097517,0.010381954394727222,311672000.0,5120000.0,103395000.0,190050000.0,264769000.0,246806000.0,Risky,Shell Lake,WI,0.3317429862162787,0.016427526373880234,0.7177955123145081
First Iowa State Bank,14930.0,-0.005853302686961159,-0.39183055975794256,-0.03265138963867531,0.031589219956349,-0.03194167871886433,-0.0352032489467492,343424000.0,8844000.0,103930000.0,214585000.0,312587000.0,305034000.0,Risky,Albia,IA,0.3026288203503541,0.02575242266120015,0.6864808837219718
State Bank of Reeseville,14960.0,0.01477748751796959,-0.39865715484683173,-0.007478008312607476,0.03353484658378014,0.01685993913973194,0.025486031694167632,131298000.0,1433000.0,59461000.0,63427000.0,86548000.0,69047000.0,Risky,Reeseville,WI,0.4528705692394401,0.01091410379442185,0.7328534454868975
Union State Bank,14982.0,-0.0023794222059003722,0.14695259593679455,-0.028663492521521672,0.0036373810856182853,-0.03857127760752399,-0.07580812045097762,130393000.0,5081000.0,40394000.0,78914000.0,118274000.0,103613000.0,Risky,Winterset,IA,0.30978656829737794,0.03896681570329696,0.6672134196864907
The Farmers State Bank,14991.0,0.003384301180212823,-0.25993723849372385,-0.08319497509551721,0.03036456176443081,-0.029339299815741016,-0.03485379428133928,222065000.0,4245000.0,45832000.0,154260000.0,184377000.0,163877000.0,Risky,New Madison,OH,0.20639002093981493,0.019116024587395582,0.8366553311964073
First Bank,15019.0,-0.0270176737708413,-0.49592011293227545,-0.025601577351716975,0.012327285060332205,-0.02099065004473788,0.004253471333208969,12033284000.0,362441000.0,2757606000.0,7793352000.0,10172427000.0,9805792000.0,Risky,Southern Pines,NC,0.2291648730305044,0.03011987417566144,0.7661251341494021
Riverwind Bank,15035.0,0.0011657898955161894,-0.06565003876970799,-0.02419624916275953,0.03131789722690037,0.027457726136769445,0.00994787946133302,137406000.0,3615000.0,34965000.0,80219000.0,126628000.0,114519000.0,Risky,Augusta,AR,0.2544648705296712,0.026308894808086982,0.6335012793379031
The Peoples Community Bank,15046.0,0.0033417015341701273,-0.3197402454460404,-0.03267362530260631,0.07031328486450761,-0.013997749859366193,-0.016860871480137485,359698000.0,12361000.0,123071000.0,202423000.0,315501000.0,308046000.0,Risky,Mazomanie,WI,0.3421509154902168,0.03436493947700571,0.6415922611972704
Farmers State Bank,15126.0,-0.00920235255214119,-0.18691776019232698,-0.013155287870983079,0.021611117160734716,-0.01511647259350235,-0.015318167026595275,209737000.0,8117000.0,74715000.0,121963000.0,171613000.0,166426000.0,Risky,Hillsboro,WI,0.3562318522721313,0.038700849158708285,0.7106862533724135
Great North Bank,15146.0,-0.045377139857364135,-0.7580779653950386,0.03442473532917334,-0.010253820481292863,-0.0808164049061102,-0.04875926923236251,149114000.0,2321000.0,44262000.0,90154000.0,114886000.0,91848000.0,Risky,Florence,WI,0.296833295331089,0.01556527220784098,0.784725728113086
Farmers State Bank of Westmoreland,15164.0,-0.010080564440430817,0.24163227877120597,-0.05895249348689546,0.00233731516665614,-0.023259913669354648,-0.021621367490113896,222523000.0,5416000.0,66102000.0,143233000.0,193921000.0,187292000.0,Risky,Westmoreland,KS,0.29705693344058814,0.02433905708623378,0.7386152092862558
Peoples State Bank of Munising,15165.0,-0.004472798793941801,0.02832694010032455,-0.024511875581100462,0.0030220638215787687,-0.008851947076157218,-0.010855890962424786,199426000.0,6970000.0,69246000.0,109195000.0,168850000.0,161184000.0,Risky,Munising,MI,0.34722654017028876,0.03495030738218688,0.646698252887178
KCB Bank,15194.0,0.04014926682358455,-0.2952213123250752,-0.020488723687769883,0.04328057137976127,0.027400575887827072,-0.0608311197315905,284589000.0,6799000.0,97766000.0,158780000.0,246196000.0,209661000.0,Risky,Lakin,KS,0.3435340086932383,0.023890593100928004,0.6449333051714894
The Bank of Kaukauna,15228.0,-0.034501998144828905,-0.29304375196726473,-0.1304675716440422,0.014119980831596601,-0.03896401558560625,-0.03708738341099105,138436000.0,4492000.0,32284000.0,90998000.0,125790000.0,117588000.0,Risky,Kaukauna,WI,0.23320523563234996,0.03244820711375654,0.723412035932904
Elk State Bank,15259.0,0.012669249510724123,-0.41155712395236,-0.008257441892075557,0.0452520634066802,-0.032364150479468945,-0.08308205957535608,126771000.0,1334000.0,58370000.0,62181000.0,94449000.0,87882000.0,Risky,Clyde,KS,0.46043653516971544,0.010522911391406552,0.658355302861862
First State Bank,15271.0,-0.004636799258695867,0.047939855496973216,-0.02442829124944168,0.014688200210641211,-0.036879092962966764,-0.04342965628189377,545681000.0,10733000.0,150719000.0,340090000.0,462534000.0,442387000.0,Risky,New London,WI,0.27620349618183515,0.019669000753187303,0.7352756770313101
Marion County State Bank,15272.0,0.0005605946082136715,0.24202202767579784,-0.054365610194151426,0.01993683710736005,-0.01755693179343476,-0.025594105258411548,635396000.0,8796000.0,177436000.0,425331000.0,545866000.0,518648000.0,Risky,Pella,IA,0.2792526235607401,0.013843335494715107,0.7791857342278141
The Denison State Bank,15305.0,0.016954461526867082,0.1688079942897931,-0.02526419023117976,0.03472061551251526,-0.01069559148540189,-0.02217898712137878,431807000.0,6550000.0,137158000.0,263861000.0,340202000.0,315624000.0,Risky,Holton,KS,0.31763727776529793,0.015168813845074304,0.775600966484618
Commerce Bank Texas,15346.0,-0.0032794962201111444,-0.3981324278438031,-0.008825606024947086,0.04332530425963488,-0.08261224792958743,-0.0894875659382065,64736000.0,2127000.0,25269000.0,32919000.0,49405000.0,48330000.0,Risky,Stockdale,TX,0.3903392239248641,0.03285652496292635,0.6663090780285397
Southern Bank and Trust Company,15359.0,-0.007438819977740541,-0.3893161635029794,-0.045244861785604606,0.03566634721032491,-0.010817870998103607,-0.03157036681850878,4652568000.0,117040000.0,1349850000.0,2951269000.0,4090369000.0,3837354000.0,Risky,Mount Olive,NC,0.2901300958954281,0.025155999869319483,0.7215165673317004
First United Bank,15472.0,0.01342681627203346,-0.631203007518797,-0.02467536291628636,0.08429079576932752,-0.0525939352539152,-0.06800404655625547,661865000.0,10791000.0,198738000.0,413349000.0,560313000.0,536181000.0,Risky,Park River,ND,0.3002696924599427,0.016303929048975246,0.7377108865937432
West Plains Bank and Trust Company,15489.0,0.007548583886298088,-0.04253768985036144,-0.038323165962771744,0.027911465289747417,0.008515572443215325,0.07034852804003111,634541000.0,17084000.0,172144000.0,413279000.0,596660000.0,491123000.0,Risky,West Plains,MO,0.2712890104815922,0.026923398172852504,0.692654107867127
First Southern Bank,15565.0,-0.007016114831330911,-0.12341807180016973,-0.026341101975752568,0.003362840766815811,-0.01846563803007295,-0.025472343498358585,1009385000.0,23758000.0,286467000.0,637910000.0,858979000.0,820525000.0,Risky,Marion,IL,0.28380350411389116,0.0235371042763663,0.7426374800780927
Hoosier Heartland State Bank,15566.0,0.03638834760680543,0.05743207245604687,-0.017415635477723956,0.03907481668800461,0.010956817041089861,-0.0034305317324184736,316456000.0,9924000.0,81470000.0,196408000.0,283999000.0,272489000.0,Risky,Crawfordsville,IN,0.25744495285284524,0.0313598098945825,0.6915798999292251
Integrity Bank Plus,15578.0,-0.03278743728181932,0.11054709531866891,-0.026002853971777373,0.04176658673061562,-0.035225240673149916,-0.04707098638566076,86168000.0,1969000.0,18429000.0,57343000.0,78770000.0,76504000.0,Risky,Wabasso,MN,0.21387289945223284,0.022850710240460495,0.7279801955059033
The Seymour Bank,15701.0,0.02487428288122384,-0.0036040674475479317,-0.019731136166522112,0.052332934541104104,-0.012665001783803032,-0.0401194950814765,217053000.0,7741000.0,76857000.0,123144000.0,177120000.0,166761000.0,Risky,Seymour,MO,0.3540932398999323,0.035664100473156324,0.6952574525745258
Town & Country Bank and Trust Company,15703.0,-0.0025016332318870127,0.1580623430706105,-0.015954742850503245,-0.0054384112975721655,-0.03283416890895363,-0.03299900550942303,438214000.0,18910000.0,135505000.0,266635000.0,354769000.0,352966000.0,Risky,Bardstown,KY,0.30922106550680717,0.04315243237322404,0.7515735591328442
Peoples Bank of Moniteau County,15792.0,0.008477644361310599,-0.276285240464345,-0.03195803579300005,0.051889350931115574,0.02568906503332724,0.0257380909255569,66854000.0,2182000.0,21961000.0,40726000.0,56936000.0,56631000.0,Risky,Jamestown,MO,0.3284919376551889,0.03263828641517336,0.7152943656034846
Broadway National Bank,15797.0,0.006503779322377445,-0.3804904572888913,-0.038062618314492536,0.04461439825339597,-0.003221594646037107,-0.0183771108572508,5344215000.0,56967000.0,1790708000.0,3199984000.0,4602713000.0,4404697000.0,Risky,San Antonio,TX,0.3350740941373055,0.010659563659021952,0.6952386559839816
Security State Bank & Trust,15809.0,-0.004382480189277449,-0.18923358229770348,-0.03705029706036034,0.013653194561596527,-0.017369702790516417,-0.03086698579885394,1811998000.0,52322000.0,398068000.0,1276236000.0,1608328000.0,1504014000.0,Risky,Fredericksburg,TX,0.2196845691882662,0.02887530780939052,0.7935172427514785
Central Bank & Trust Company,15815.0,0.011638996706797577,-0.43313645312736637,-0.007893607990209217,0.03963707951006157,-0.055941241359336646,-0.05508140726403277,3601189000.0,71117000.0,881176000.0,2476769000.0,2659878000.0,2489766000.0,Risky,Lexington,KY,0.24469029534412107,0.01974819983066704,0.9311588727001765
The Claxton Bank,15826.0,0.0005386763422019492,-0.3192909508698982,0.0004827031375704838,0.011065687148433812,-0.034293657688966084,-0.022585524698027548,161594000.0,6221000.0,43526000.0,98679000.0,138941000.0,131170000.0,Risky,Claxton,GA,0.26935406017550156,0.03849771649937498,0.7102223245838162
Union State Bank,15908.0,-0.0092680584081829,0.03702346041055726,-0.06615415997348228,0.025002550334325635,-0.014259204371190326,-0.017083620907618613,193912000.0,2829000.0,73249000.0,110525000.0,152985000.0,143839000.0,Risky,Clay Center,KS,0.37774351252114363,0.014589091959239242,0.7224564499787561
Guaranty Bank and Trust Company,15953.0,0.030502716027005272,-0.05029080118694362,-0.03866950056650431,0.06704255374010493,0.006973605844258657,-0.0031615472848736115,2001227000.0,80013000.0,581206000.0,1241472000.0,1602816000.0,1383540000.0,Risky,Belzoni,MS,0.29042482437024886,0.039981971060754226,0.774556780067082
Walden Savings Bank,15987.0,0.009622736424437228,-0.056893245258896274,-0.05115853990852415,0.03660330401828693,0.005975182052186057,0.0008338822379008182,856991000.0,13278000.0,226330000.0,567305000.0,758962000.0,736929000.0,Risky,Montgomery,NY,0.2640984561098075,0.01549374497515143,0.7474748406376077
Ridgewood Savings Bank,16026.0,-0.0030552001344698043,-0.0033834118145351644,-0.037136466975311366,0.01076036917561396,-0.005218927747571822,-0.012306570419426954,6897884000.0,200006000.0,1826659000.0,4366598000.0,5472420000.0,4889522000.0,Risky,Ridgewood,NY,0.2648143981545645,0.028995268693993693,0.7979281560991298
farmbank,16103.0,-0.05599086066235359,-0.5445261437908497,-0.02307457212713937,-0.01190763052208832,-0.02528533310981662,-0.0502674625939995,76022000.0,2230000.0,19179000.0,49207000.0,69773000.0,61253000.0,Risky,Green City,MO,0.2522822340901318,0.02933361395385546,0.7052441488828056
Butte State Bank,16110.0,-0.044247948619980715,0.01447105788423153,-0.01288508843856151,-0.002094882042026569,-0.048914943947341305,-0.10031838822485517,52531000.0,2033000.0,16854000.0,30963000.0,46237000.0,34474000.0,Risky,Butte,NE,0.32083912356513294,0.03870095752983952,0.6696584986050133
Highland Bank,16111.0,0.03062724587539778,-0.08062591168280064,-0.055055272636939545,0.07716740909386899,-0.009572184208362589,-0.06682543700192523,686339000.0,6933000.0,213017000.0,446627000.0,542076000.0,486658000.0,Risky,Saint Michael,MN,0.3103670343663991,0.010101422183498241,0.8239195241995587
Waukesha State Bank,16160.0,-0.008733852658986185,0.11799146571400221,-0.04956104834252373,0.0014664451846939652,-0.0395851990184074,-0.04670632112717721,1498501000.0,22532000.0,369716000.0,1013455000.0,1156107000.0,1134368000.0,Risky,Waukesha,WI,0.24672389274348167,0.015036359668762317,0.8766100369602468
West Alabama Bank & Trust,16175.0,0.014848737656128819,0.0709446380178087,-0.07571561550078598,0.06354147123535325,-0.009890451057790406,0.010435278749568289,857603000.0,11065000.0,239300000.0,498852000.0,714368000.0,605664000.0,Risky,Reform,AL,0.2790335388285722,0.01290224031399144,0.6983123544167712
Stockman Bank of Montana,16191.0,-0.02239662910676732,-0.5018913495178391,-0.05902248536286092,0.04615530004901314,-0.03432148898982146,-0.014364059189275191,6042018000.0,196336000.0,1773035000.0,3741678000.0,4955359000.0,4654510000.0,Risky,Miles City,MT,0.2934507973991471,0.0324951034571562,0.7550770791783199
Farmers & Merchants Bank,16216.0,0.03830064587764759,0.015172765523396636,-0.05123519579629621,0.07425530732466368,-0.03404841258664659,-0.03869681131128622,1741171000.0,31848000.0,371227000.0,1159809000.0,1419859000.0,1323677000.0,Risky,Stuttgart,AR,0.2132053658141561,0.018291138549860985,0.816848010964469
Reliabank Dakota,16221.0,0.026086544410273138,0.5040404864908987,-0.011707143073469983,0.03794518035368388,-0.028135243413864308,-0.0315573178577524,801075000.0,18426000.0,293690000.0,464030000.0,640420000.0,590076000.0,Risky,Estelline,SD,0.366619854570421,0.023001591611272354,0.7245713750351332
Southern Bank,16288.0,0.058263101586187416,0.15429292929292937,0.15165496881659468,0.007891239515970039,0.04336676090146607,0.06687028603760736,250257000.0,4571000.0,58906000.0,158504000.0,222547000.0,194212000.0,Risky,Sardis,GA,0.2353820272759603,0.018265223350395793,0.7122270801224011
Manufacturers Bank & Trust Company,16307.0,-0.005232235597649959,-0.07368115099549488,-0.06257670570766227,0.0019506341086374945,-0.034625415012725314,-0.03964137329217621,744141000.0,12748000.0,185607000.0,492594000.0,645211000.0,589883000.0,Risky,Forest City,IA,0.2494245042270215,0.017131161970648037,0.763461875262511
Battle Creek State Bank,16330.0,0.01722043779859095,-0.3119266055045872,-0.06832374188808621,0.0182686319285863,0.025109835487284737,0.04683856352854954,37687000.0,1050000.0,7609000.0,24525000.0,31966000.0,31424000.0,Risky,Battle Creek,NE,0.20189985936795182,0.027861066150131345,0.7672214227616843
First State Bank,16333.0,0.016754815667753054,0.010325951729285965,-0.03380091608048419,0.028842173733073073,-0.01965070409871994,-0.0609027014340946,208390000.0,8121000.0,47251000.0,139190000.0,174461000.0,152053000.0,Risky,Loomis,NE,0.22674312586976342,0.038970200105571284,0.797828741093998
The Tri-County Bank,16339.0,0.04783518155250421,1.818962153726102,-0.024773356236282074,0.06574415934969435,-0.014365326402036582,-0.018965069190289507,209391000.0,7225000.0,51097000.0,137400000.0,184292000.0,181205000.0,Risky,Stuart,NE,0.24402672512190113,0.034504825899871534,0.7455559655329586
Brantley Bank and Trust Company,16386.0,-0.0020118194392053645,-0.04825046040515657,-0.02003703213860597,0.003875291838063566,-0.002091285169017021,-0.011346042190826355,103181000.0,2584000.0,29638000.0,63207000.0,87323000.0,81734000.0,Risky,Brantley,AL,0.2872428063306229,0.025043370387959025,0.7238299188071871
The Bennington State Bank,16402.0,-0.013158933889428126,-0.5517389437526836,-0.037246063062242984,0.014102770680355148,-0.0038314903204766937,-0.015629429562546093,987146000.0,31320000.0,243260000.0,660835000.0,840044000.0,763907000.0,Risky,Salina,KS,0.24642758011479557,0.03172782952065854,0.7866671269600164
Busey Bank,16450.0,-0.011542876650879164,-0.15295854067901415,-0.03445562429619364,0.0026504929631003815,0.025250455465382515,0.015771849946642824,12172205000.0,230131000.0,3176781000.0,7715190000.0,10151989000.0,9847967000.0,Risky,Champaign,IL,0.26098648519311,0.01890627047441281,0.7599683175385631
Jefferson Bank,16470.0,-0.007425084388110403,0.03220821774989302,-0.0687403930925311,0.014743586232665917,-0.04664560347581137,-0.07460728095268354,2784659000.0,55443000.0,852435000.0,1667450000.0,2477320000.0,1907661000.0,Risky,San Antonio,TX,0.3061182715729287,0.019910157760788662,0.6730862383543507
First Bank,16473.0,0.04881560096254156,0.3464715600660846,-0.04761814349997151,0.10728266346265647,-0.009491725051745448,-0.018812805650312958,150805000.0,5705000.0,50161000.0,85707000.0,114373000.0,106136000.0,Risky,Sterling,KS,0.33262159742714104,0.03783031066609197,0.7493639233035769
Metairie Bank & Trust Company,16539.0,-0.01431751683354432,-0.37843122786304606,-0.06533754558813909,0.03788091160658036,-0.04868420051292588,-0.05372848247841744,574714000.0,16847000.0,157099000.0,373935000.0,500023000.0,490726000.0,Risky,Metairie,LA,0.27335161489018883,0.029313710819642465,0.7478355995624202
ESB Financial,16629.0,0.008170799981842558,-0.30393409119938686,-0.031923551997855126,0.053889913899138886,-0.031983125710809635,-0.03659363846780539,333145000.0,10899000.0,101103000.0,205635000.0,292798000.0,282622000.0,Risky,Emporia,KS,0.3034804664635519,0.03271548424860046,0.7023101250691604
Torrington Savings Bank,16636.0,-0.008000254254655781,-0.3184751513538687,-0.059294005850677345,0.02258347058813759,-0.009121074891545344,-0.01654374900957678,905171000.0,20488000.0,201947000.0,615267000.0,728623000.0,701282000.0,Risky,Torrington,CT,0.22310370084768513,0.022634397257534765,0.844424345649259
Northeast Bank,16659.0,0.009474923158288906,0.6227197346600333,-0.021940916917778774,0.011584694827732056,-0.0038342169325650266,-0.007706079240289543,719583000.0,13699000.0,218115000.0,477994000.0,649004000.0,624652000.0,Risky,Minneapolis,MN,0.3031130529765156,0.01903741472491707,0.7365039352607996
Itasca Bank & Trust Co.,16666.0,8.73166350663368e-05,0.04442933695912976,-0.08282227214767135,0.03179105234681456,-0.009395429791259846,-0.015164636273639953,721575000.0,26117000.0,181260000.0,488194000.0,653379000.0,556106000.0,Risky,Itasca,IL,0.2512004989086374,0.036194435782836154,0.7471834876847894
South Central State Bank,16707.0,-0.016766432265938325,-0.8107153667642014,-0.02301042461225533,0.05922581067373445,-0.037085265549635205,-0.04875227574500707,169185000.0,1876000.0,61480000.0,97113000.0,144936000.0,138983000.0,Risky,Campbell,NE,0.36338918934893755,0.011088453468097054,0.6700405696307336
North Star Bank,16733.0,-0.028858704932693935,-0.5533072606699541,-0.034303621755773395,0.011545546874656587,-0.033140417872388306,-0.04451369892254187,335540000.0,7881000.0,91830000.0,230073000.0,309397000.0,290958000.0,Risky,Roseville,MN,0.27367824998509865,0.023487512666150085,0.7436174235690715
Prosperity Bank,16835.0,0.05485965739783394,-0.02292362970996853,-0.028726483126053304,0.1184415862803645,0.014667449324743176,0.006644620852597871,39904171000.0,397290000.0,13667319000.0,21308737000.0,27462008000.0,26538151000.0,Risky,El Campo,TX,0.34250351924364,0.009956102082661985,0.7759351391930263
River Falls State Bank,16840.0,0.02699095826588227,-0.07701681696319762,-0.04670252899259464,0.05830435331519923,-0.010529903490833381,-0.018608514660530706,130053000.0,3787000.0,27291000.0,92209000.0,110318000.0,102788000.0,Risky,River Falls,WI,0.20984521695001268,0.029118897680176545,0.835847277869432
First Arkansas Bank and Trust,16849.0,-0.0007976625887249345,-0.20754330224454243,-0.047652668096159534,0.019288269283683324,-0.012816147889179397,-0.01599944786992402,999625000.0,15464000.0,218518000.0,666798000.0,820564000.0,798421000.0,Risky,Jacksonville,AR,0.21859997499062148,0.01546980117544079,0.8126093759901726
Citizens Deposit Bank of Arlington,16852.0,0.014715737453648181,-0.30860480520262545,-0.03327123074356264,0.03794244970715566,0.00045218083914799756,-0.07810197089280357,295263000.0,11482000.0,69531000.0,195648000.0,241163000.0,144490000.0,Risky,Arlington,KY,0.23548836122372258,0.03888736482390276,0.8112687269606034
Citizens Independent Bank,16863.0,-0.04544030938082988,-0.42837969741337234,-0.12466038161817938,0.01278300716616032,-0.07610743745752391,-0.08477475580321703,350500000.0,4685000.0,112440000.0,216374000.0,286840000.0,282498000.0,Risky,Saint Louis Park,MN,0.32079885877318115,0.013366619115549216,0.7543369125644959
United Community Bank,16889.0,0.009611317566121436,-0.08941088080045023,-0.00010288315202788834,0.015480630059356848,0.012169752746461038,-0.0038785307141728786,26062994000.0,710224000.0,5899290000.0,17231244000.0,22651605000.0,21029464000.0,Risky,Greenville,SC,0.22634736438952485,0.027250284445447824,0.7607074200702334
Pilgrim Bank,16891.0,0.011171590917575802,0.45317028985507246,-0.03599838358788132,0.01957028551359863,-0.020428770896226633,-0.031147209961068345,677126000.0,16043000.0,174144000.0,441269000.0,562652000.0,513398000.0,Risky,Pittsburg,TX,0.2571810859426458,0.023692783913186025,0.784266296040892
